1;Urusan Wajib Pelayanan Dasar;83752105480;297259263885;248088807423;629100176788
01.01;Pendidikan;50382594480;131216100785;80348668000;261947363265
1.01 . 1.01.01;DINAS PENDIDIKAN, KEBUDAYAAN, PEMUDA DAN OLAHRAGA;50382594480;131216100785;80348668000;261947363265
1.01 . 1.01.01 . 01;Program Pelayanan Administrasi, Sarana Prasarana dan SDM Aparatur;3638994480;1701617785;310000000;5650612265
1.01 . 1.01.01 . 01 . 01;Kegiatan Pelayanan Jasa Administrasi Perkantoran Dikbudpora;3638994480;1129488000;0;4768482480
1.01 . 1.01.01 . 01 . 02;Kegiatan Pelayanan Jasa Administrasi Perkantoran (UPTD-Museum Daerah);0;100000000;0;100000000
1.01 . 1.01.01 . 01 . 03;Kegiatan Peningkatan Sarana dan Prasarana Perkantoran Dikbudpora;0;255550000;205000000;460550000
1.01 . 1.01.01 . 01 . 04;Kegiatan Peningkatan Sarana dan Prasarana Perkantoran (UPTD Museum);0;0;105000000;105000000
1.01 . 1.01.01 . 01 . 05;Kegiatan Peningkatan Kapasitas Sumber Daya Aparatur (Pendidikan dan Pelatihan, Bimbingan Teknis dan Sosialisasi) Provinsi Gorontalo;0;106350000;0;106350000
1.01 . 1.01.01 . 01 . 06;Kegiatan Peningkatan Sumber Daya Aparatur (Pendidikan, Pelatihan, Bimtek dan Sosialisasi) UPTD Museum;0;110229785;0;110229785
1.01 . 1.01.01 . 02;Program Perencanaan, Evaluasi, Monitoring dan Pelaporan;0;1937295000;0;1937295000
1.01 . 1.01.01 . 02 . 01;Kegiatan Perencanaan, Pendataan, Koordinasi dan Pelaporan;0;1760215000;0;1760215000
1.01 . 1.01.01 . 02 . 02;Kegiatan Penatausahaan dan Penyusunan Laporan Keuangan;0;177080000;0;177080000
1.01 . 1.01.01 . 15;Program Pendidikan Menengah dan Pendidikan Khusus;0;7395418000;23460000000;30855418000
1.01 . 1.01.01 . 15 . 03;Kegiatan Revitalisasi /penambahan Ruang Kelas Baru (RKB) SMA/SLB;0;117000000;2000000000;2117000000
1.01 . 1.01.01 . 15 . 04;Kegiatan Pembangunan fasilitas penunjang lainnya SMA/SLB;0;0;600000000;600000000
1.01 . 1.01.01 . 15 . 05;Kegiatan Revitalisasi /penambahan Ruang Kelas Baru (RKB) SMK;0;76760000;1050000000;1126760000
1.01 . 1.01.01 . 15 . 06;Kegiatan Penyediaan Media Pembelajaran/ Alat praktek dan alat peraga siswa SMA/SLB;0;1136428000;3185000000;4321428000
1.01 . 1.01.01 . 15 . 07;Kegiatan Penyediaan Media Pembelajaran/ Alat praktek dan alat peraga siswa SMK;0;832032000;3825000000;4657032000
1.01 . 1.01.01 . 15 . 08;Kegiatan Penyediaan meubelair SMA/SLB;0;0;8600000000;8600000000
1.01 . 1.01.01 . 15 . 09;Kegiatan Penyediaan meubelair SMK;0;80056000;3400000000;3480056000
1.01 . 1.01.01 . 15 . 10;Kegiatan Pelatihan Proktor Ujian Sekolah/Madrasah;0;238324000;0;238324000
1.01 . 1.01.01 . 15 . 11;Kegiatan Pembinaan Minat Bakat/Kreatifitas/Prestasi Siswa SMA/SLB;0;818518000;0;818518000
1.01 . 1.01.01 . 15 . 12;Kegiatan Pembinaan Minat Bakat/Kreatifitas/Prestasi Siswa SMK;0;730400000;0;730400000
1.01 . 1.01.01 . 15 . 13;Kegiatan Pembangunan Ruang Praktek/ Laboratorium SMA/SLB;0;0;200000000;200000000
1.01 . 1.01.01 . 15 . 14;Kegiatan Pembangunan Ruang Praktek/ Laboratorium/ display SMK;0;65900000;600000000;665900000
1.01 . 1.01.01 . 15 . 23;Kegiatan Boarding School SMA/SLB;0;2500000000;0;2500000000
1.01 . 1.01.01 . 15 . 24;Kegiatan Vokasi/Sertifikasi Kompetensi Siswa SMK;0;800000000;0;800000000
1.01 . 1.01.01 . 16;Program Pembinaan Guru dan Tenaga Kependidikan;46743600000;993900000;0;47737500000
1.01 . 1.01.01 . 16 . 02;Kegiatan Pelaksanaan Supervisi Manajerial dan Akademik;0;300000000;0;300000000
1.01 . 1.01.01 . 16 . 07;Kegiatan Pelaksanaan Seleksi Guru dan Tenaga Kependidikan Berprestasi dan Berdedikasi;0;562500000;0;562500000
1.01 . 1.01.01 . 16 . 08;Kegiatan Pemberian Beasiswa Bagi Guru dan Tenaga Kependidikan;0;75000000;0;75000000
1.01 . 1.01.01 . 16 . 09;Kegiatan Pemberian Insentif/Tunjangan bagi guru dan tenaga kependidikan Non PNS;46743600000;56400000;0;46800000000
1.01 . 1.01.01 . 17;Program Pendidikan Untuk Rakyat (PRODIRA);0;9118720000;0;9118720000
1.01 . 1.01.01 . 17 . 01;Kegiatan Pemberian Bantuan Studi Bagi Mahasiswa Miskin/ Berprestasi;0;8968720000;0;8968720000
1.01 . 1.01.01 . 17 . 02;Kegiatan Lomba PAUDNI/Dikmas/ Dikdas Tingkat Provinsi;0;150000000;0;150000000
1.01 . 1.01.01 . 82;BOS Reguler SMA/SMK DIKSUS Negeri (DAK Non Fisik);0;110069150000;0;110069150000
1.01 . 1.01.01 . 82 . 01;BOS Reguler SMA/SMK/DIKSUS Negeri (DAK Non Fisik);0;66662600000;0;66662600000
1.01 . 1.01.01 . 82 . 02;BOS Afirmasi (DAK Non Fisik);0;27928000000;0;27928000000
1.01 . 1.01.01 . 82 . 03;BOS Kinerja (DAK Non Fisik);0;15478550000;0;15478550000
1.01 . 1.01.01 . 83;Program Perluasan Akses Pendidikan Menengah dan Pendidikan Khusus (DAK Fisik);0;0;56578668000;56578668000
1.01 . 1.01.01 . 83 . 01;Peningkatan Akses Layanan SMA (DAK Fisik Reguler);0;0;32017835000;32017835000
1.01 . 1.01.01 . 83 . 02;Peningkatan Akses Layanan SMA (DAK Fisik Afirmasi);0;0;1110733000;1110733000
1.01 . 1.01.01 . 83 . 03;Peningkatan Akses Layanan SMK (DAK Fisik Penugasan);0;0;22343080000;22343080000
1.01 . 1.01.01 . 83 . 04;Peningkatan Akses Layanan SLB (DAK Fisik Reguler);0;0;1107020000;1107020000
01.02;Kesehatan;18856060000;97325053788;8115514000;124296627788
1.02 . 1.02.01;DINAS KESEHATAN;18856060000;97325053788;8115514000;124296627788
1.02 . 1.02.01 . 01;Program Peningkatan Manajemen Administrasi, Sarana dan Prasarana serta Sumber Daya Aparatur;201960000;9342970531;2990182000;12535112531
1.02 . 1.02.01 . 01 . 01;Pelayanan Jasa Administrasi Perkantoran;141240000;1684093000;0;1825333000
1.02 . 1.02.01 . 01 . 03;Pelayanan Jasa Administrasi Perkantoran UPTD Labkesda;60720000;331266000;0;391986000
1.02 . 1.02.01 . 01 . 04;Pelayanan Jasa Administrasi Perkantoran RSUD Ainun Habibie;0;5244039000;0;5244039000
1.02 . 1.02.01 . 01 . 05;Peningkatan Sarana dan Prasarana Dikes;0;488448000;399282000;887730000
1.02 . 1.02.01 . 01 . 07;Peningkatan Sarana dan Prasarana UPTD Labkesda;0;677000000;405500000;1082500000
1.02 . 1.02.01 . 01 . 08;Peningkatan Sarana dan Prasarana RSUD Ainun Habibie;0;0;2185400000;2185400000
1.02 . 1.02.01 . 01 . 09;Peningkatan Kapasitas SDM Aparatur Dikes;0;343320000;0;343320000
1.02 . 1.02.01 . 01 . 11;Peningkatan Kapasitas SDM Aparatur UPTD Labkesda;0;83750000;0;83750000
1.02 . 1.02.01 . 01 . 12;Peningkatan Kapasitas SDM Aparatur RSUD Ainun Habibie;0;491054531;0;491054531
1.02 . 1.02.01 . 02;Perencanaan, Evaluasi dan Pelaporan;320760000;773436205;0;1094196205
1.02 . 1.02.01 . 02 . 01;Rapat Kerja Kesehatan Daerah;0;201290000;0;201290000
1.02 . 1.02.01 . 02 . 02;Perencanaan, Evaluasi dan Pelaporan;118800000;191761500;0;310561500
1.02 . 1.02.01 . 02 . 03;Diseminasi Isu-Isu Strategis Kesehatan dan Hasil Riset Kesehatan yang dilaksanakan di Provinsi Gorontalo;0;225000000;0;225000000
1.02 . 1.02.01 . 02 . 04;Pemutakhiran Data Profil Kesehatan;88440000;82964705;0;171404705
1.02 . 1.02.01 . 02 . 05;Penatausahaan dan Penyusunan Laporan Keuangan;113520000;72420000;0;185940000
1.02 . 1.02.01 . 03;Program Kesehatan Keluarga dan gizi masyarakat;232320000;451342750;0;683662750
1.02 . 1.02.01 . 03 . 01;Pendampingan Ibu Hamil Beresiko Selama Masa Kehamilan;146520000;70630000;0;217150000
1.02 . 1.02.01 . 03 . 02;Penanganan Kegawat Daruratan Ibu dan Bayi;30360000;104270000;0;134630000
1.02 . 1.02.01 . 03 . 04;Pengadaan PMT Bumil KEK dan Balita Kurang Gizi;55440000;276442750;0;331882750
1.02 . 1.02.01 . 04;Promosi Kesehatan dan Pemberdayaan Masyarakat;158640000;377076532;0;535716532
1.02 . 1.02.01 . 04 . 02;Penyebarluasan informasi PHBS dan Isu-Isu Strategis Kesehatan;97920000;142950000;0;240870000
1.02 . 1.02.01 . 04 . 03;Pengawasan dan Penyehatan Lingkungan;60720000;234126532;0;294846532
1.02 . 1.02.01 . 05;Pencegahan, Pengendalian Penyakit dan Masalah Kesehatan Jiwa;242880000;1051966000;0;1294846000
1.02 . 1.02.01 . 05 . 01;Penemuan, Penanganan dan Pembinaan Tata Laksana Penyakit Menular;89760000;216720000;0;306480000
1.02 . 1.02.01 . 05 . 03;Surveilans PD3I dan Monev Pelaksanaan Program imunisasi;66000000;80760000;0;146760000
1.02 . 1.02.01 . 05 . 04;Penyeledikan Epidemiologi KLB/Wabah Penyakit;58080000;197130000;0;255210000
1.02 . 1.02.01 . 05 . 05;Monev Pelaksanaan Istitoah Kesehatan jemaah Haji;0;97600000;0;97600000
1.02 . 1.02.01 . 05 . 06;Deteksi Dini Faktor Resiko PTM;29040000;253615000;0;282655000
1.02 . 1.02.01 . 05 . 07;Sosialisasi  Bahaya Rokok dan Napza;0;109033000;0;109033000
1.02 . 1.02.01 . 05 . 08;Monev Program Masalah Kesehatan Jiwa;0;97108000;0;97108000
1.02 . 1.02.01 . 06;Peningkatan Mutu Fasyankes;237120000;2001035000;50180000;2288335000
1.02 . 1.02.01 . 06 . 01;Penguatan kapasitas Program Pelayanan kesehatan Primer;60720000;803170000;0;863890000
1.02 . 1.02.01 . 06 . 04;Pencegahan dan Penanggulangan Resiko Akibat Krisis Kesehatan;58080000;569855000;50180000;678115000
1.02 . 1.02.01 . 06 . 05;Rakor Peningkatan Mutu dan Akses Pelayanan Kesehatan di FKTL;118320000;243700000;0;362020000
1.02 . 1.02.01 . 06 . 08;Peningakatan Pelayanan Laboratorium Kesehatan Daerah;0;289900000;0;289900000
1.02 . 1.02.01 . 06 . 09;Orientasi Program Kesehatan Kerja dan Olahraga;0;94410000;0;94410000
1.02 . 1.02.01 . 07;Peningkatan Sarana Prasarana dan Pemeliharaan RS;0;979387500;0;979387500
1.02 . 1.02.01 . 07 . 02;Pemeliharaan Saspras RS;0;979387500;0;979387500
1.02 . 1.02.01 . 08;Kemitraan dan Peningkatan Pelayanan Medik RS;16412040000;17441445651;0;33853485651
1.02 . 1.02.01 . 08 . 01;Kemitraan Peningkatan Kualitas Dokter dan Paramedis;16412040000;1426436101;0;17838476101
1.02 . 1.02.01 . 08 . 02;Pelayanan Medik RSUD d. Hasri Ainun Habibie;0;16015009550;0;16015009550
1.02 . 1.02.01 . 09;Jaminan Pemeliharaan Kesehatan;740520000;55446933219;5115000;56192568219
1.02 . 1.02.01 . 09 . 01;Penanganan Keluhan JKN;505560000;255740000;0;761300000
1.02 . 1.02.01 . 09 . 02;Kebijakan Teknis Program Jamkesta;0;225000000;0;225000000
1.02 . 1.02.01 . 09 . 03;Jamkesta;0;52960123219;0;52960123219
1.02 . 1.02.01 . 09 . 04;Kerjasama Pelayanan Pasien Rujukan Ke Luar Daerah Dengan RS di Luar Provinsi Gorontalo;174240000;1137160000;0;1311400000
1.02 . 1.02.01 . 09 . 05;Pelayanan Pasien Miskin/Tidak Mampu;60720000;868910000;5115000;934745000
1.02 . 1.02.01 . 10;Pengembangan dan Pemberdayaan Sumber Daya Kesehatan;160660000;824183000;0;984843000
1.02 . 1.02.01 . 10 . 01;Pemetaan, Perencanaan dan Distribusi Nakes di FKTP dan FKTL Tingkat Provinsi;69720000;129960000;0;199680000
1.02 . 1.02.01 . 10 . 02;Penilaian Nakes Teladan Tingkat Provinsi;0;147352000;0;147352000
1.02 . 1.02.01 . 10 . 03;Orientasi Pengelolaan Obat dan Vaksin di Instalasi Farmasi Kab/Kota;60580000;316971000;0;377551000
1.02 . 1.02.01 . 10 . 07;Monitoring dan Evaluasi Sarana Produksi, Distribusi  Sediaan Farmasi, Alat Kesehatan Yang Terjamin Khasiat Mutu dan Keamanan;30360000;229900000;0;260260000
1.02 . 1.02.01 . 11;Peningkatan Layanan KB;149160000;171783000;0;320943000
1.02 . 1.02.01 . 11 . 01;Pelaksanaan Grand Design Kependudukan Dalam Pencapaian Cakupan KB Aktif;30360000;44713000;0;75073000
1.02 . 1.02.01 . 11 . 02;Orientasi KB Pasca Persalinan;58080000;93660000;0;151740000
1.02 . 1.02.01 . 11 . 03;Orientasi Fasilitator Kesehatan Repreoduksi Remaja;60720000;33410000;0;94130000
